order_id,tanggal_transaksi,tanggal,bulan,bulan_num,tahun,hari,jam,channel_penjualan,store_id,store_name,tipe_toko,kota,provinsi,customer_id,jenis_kelamin,kelompok_usia,tipe_pelanggan,product_id,nama_produk,kategori,sub_kategori,brand,qty,harga_list,harga_jual,diskon_persen,total_penjualan,biaya_produksi,biaya_pengiriman,biaya_platform,biaya_packing,total_biaya,profit,margin_persen,metode_pembayaran,event_promo
ORD000024,2024-01-01 10:21,2024-01-01,January,1,2024,Senin,10,Toko,STR013,Nexus Retail Bogor,Mall,Bogor,Jawa Barat,CUST04001,Pria,18-24,Member,PRD006,Jaket Denim Lokal,Apparel,Jaket,Nexus,3,349000,244299,30,732897,480000,0,0,0,480000,252897,34.51,Debit,Year End Sale
ORD000025,2024-01-01 10:27,2024-01-01,January,1,2024,Senin,10,Website,ONLINE,Website - Surabaya,Online,Surabaya,Jawa Timur,CUST06769,Pria,25-34,Member,PRD009,Tas Kanvas Lokal,Aksesoris,Tas,Nexus Bag,2,179000,143200,20,286400,160000,20000,7160,3000,190160,96240,33.6,Transfer,Year End Sale
ORD000026,2024-01-01 10:31,2024-01-01,January,1,2024,Senin,10,Tokopedia,ONLINE,Tokopedia - Manado,Online,Manado,Sulawesi Utara,CUST04572,Wanita,25-34,Non-Member,PRD006,Jaket Denim Lokal,Apparel,Jaket,Nexus,3,349000,279200,20,837600,480000,25000,29316,2000,536316,301284,35.97,COD,Year End Sale
ORD000027,2024-01-01 10:36,2024-01-01,January,1,2024,Senin,10,Toko,STR004,Nexus Retail Medan,Ruko,Medan,Sumatera Utara,CUST04015,Wanita,18-24,Non-Member,PRD024,Sneakers Lokal,Footwear,Sneakers,Nexus Step,2,399000,339150,15,678300,360000,0,0,0,360000,318300,46.93,Debit,Year End Sale
ORD000028,2024-01-01 10:36,2024-01-01,January,1,2024,Senin,10,Shopee,ONLINE,Shopee - Denpasar,Online,Denpasar,Bali,CUST03055,Wanita,25-34,Member,PRD005,Dress Batik Modern,Apparel,Dress,Batik Nexus,2,399000,279300,30,558600,360000,35000,22344,2000,419344,139256,24.93,COD,Year End Sale
ORD000029,2024-01-01 10:41,2024-01-01,January,1,2024,Senin,10,Tokopedia,ONLINE,Tokopedia - Palembang,Online,Palembang,Sumatera Selatan,CUST05499,Pria,35-44,Non-Member,PRD014,Kacamata Fashion,Aksesoris,Kacamata,Nexus Eye,3,199000,169150,15,507450,210000,25000,17760,4000,256760,250690,49.4,COD,Year End Sale
ORD000030,2024-01-01 10:51,2024-01-01,January,1,2024,Senin,10,Shopee,ONLINE,Shopee - Surabaya,Online,Surabaya,Jawa Timur,CUST00389,Pria,35-44,Non-Member,PRD021,Planner Tahunan,Stationery,Planner,Nexus Write,4,129000,109650,15,438600,200000,20000,17544,5000,242544,196056,44.7,Transfer,Year End Sale
ORD000031,2024-01-01 10:53,2024-01-01,January,1,2024,Senin,10,Shopee,ONLINE,Shopee - Manado,Online,Manado,Sulawesi Utara,CUST05002,Pria,35-44,Non-Member,PRD016,Mug Keramik Lokal,Home,Drinkware,Nexus Home,1,69000,55200,20,55200,25000,35000,2208,2000,64208,-9008,-16.32,COD,Year End Sale
ORD000032,2024-01-01 10:53,2024-01-01,January,1,2024,Senin,10,Shopee,ONLINE,Shopee - Samarinda,Online,Samarinda,Kalimantan Timur,CUST02274,Pria,25-34,Non-Member,PRD019,Bantal Sofa Batik,Home,Dekorasi,Nexus Home,1,119000,101150,15,101150,45000,22000,4046,2000,73046,28104,27.78,Transfer,Year End Sale
ORD000033,2024-01-01 11:08,2024-01-01,January,1,2024,Senin,11,Website,ONLINE,Website - Samarinda,Online,Samarinda,Kalimantan Timur,CUST00226,Pria,45-54,Member,PRD012,Dompet Kulit Lokal,Aksesoris,Dompet,Nexus Leather,1,259000,181300,30,181300,110000,25000,4532,2000,141532,39768,21.93,QRIS,Year End Sale
ORD000034,2024-01-01 11:13,2024-01-01,January,1,2024,Senin,11,Toko,STR009,Nexus Retail Palembang,Mall,Palembang,Sumatera Selatan,CUST02801,Wanita,25-34,Non-Member,PRD020,Notebook Daur Ulang,Stationery,Notebook,Nexus Write,3,49000,34300,30,102900,60000,0,0,0,60000,42900,41.69,Kartu Kredit,Year End Sale
ORD000035,2024-01-01 11:18,2024-01-01,January,1,2024,Senin,11,Toko,STR014,Nexus Retail Malang,Standalone,Malang,Jawa Timur,CUST07614,Pria,25-34,Member,PRD001,Kaos Polos Katun Lokal,Apparel,Kaos,Nexus,1,99000,74250,25,74250,45000,0,0,0,45000,29250,39.39,Cash,Year End Sale
ORD000036,2024-01-01 11:27,2024-01-01,January,1,2024,Senin,11,Shopee,ONLINE,Shopee - Makassar,Online,Makassar,Sulawesi Selatan,CUST02508,Pria,18-24,Non-Member,PRD017,Lilin Aromaterapi,Home,Aroma,Nexus Scent,2,89000,75650,15,151300,60000,22000,6052,4000,92052,59248,39.16,ShopeePay,Year End Sale
ORD000037,2024-01-01 11:28,2024-01-01,January,1,2024,Senin,11,Toko,STR007,Nexus Retail Makassar,Mall,Makassar,Sulawesi Selatan,CUST05385,Wanita,35-44,Non-Member,PRD002,Hoodie Lokal Premium,Apparel,Hoodie,Nexus,2,249000,211650,15,423300,240000,0,0,0,240000,183300,43.3,Cash,Year End Sale
ORD000038,2024-01-01 11:31,2024-01-01,January,1,2024,Senin,11,Toko,STR010,Nexus Retail Bekasi,Mall,Bekasi,Jawa Barat,CUST02498,Wanita,45-54,Non-Member,PRD019,Bantal Sofa Batik,Home,Dekorasi,Nexus Home,2,119000,95200,20,190400,90000,0,0,0,90000,100400,52.73,Kartu Kredit,Year End Sale
ORD000039,2024-01-01 11:47,2024-01-01,January,1,2024,Senin,11,Shopee,ONLINE,Shopee - Batam,Online,Batam,Kepulauan Riau,CUST06320,Wanita,18-24,Member,PRD010,Topi Snapback,Aksesoris,Topi,Nexus,2,79000,63200,20,126400,60000,18000,5056,4000,87056,39344,31.13,ShopeePay,Year End Sale
ORD000040,2024-01-01 11:55,2024-01-01,January,1,2024,Senin,11,Shopee,ONLINE,Shopee - Pekanbaru,Online,Pekanbaru,Riau,CUST02103,Pria,35-44,Non-Member,PRD019,Bantal Sofa Batik,Home,Dekorasi,Nexus Home,2,119000,95200,20,190400,90000,18000,7616,4000,119616,70784,37.18,Kartu Kredit,Year End Sale
ORD000041,2024-01-01 11:56,2024-01-01,January,1,2024,Senin,11,Toko,STR012,Nexus Retail Depok,Ruko,Depok,Jawa Barat,CUST02071,Wanita,25-34,Member,PRD018,Diffuser Set,Home,Aroma,Nexus Scent,1,159000,135150,15,135150,65000,0,0,0,65000,70150,51.91,Cash,Year End Sale
ORD000042,2024-01-01 11:57,2024-01-01,January,1,2024,Senin,11,Tokopedia,ONLINE,Tokopedia - Bandung,Online,Bandung,Jawa Barat,CUST05417,Pria,18-24,Member,PRD015,Tumbler Stainless,Home,Drinkware,Nexus Home,1,129000,109650,15,109650,50000,9000,3837,5000,67837,41813,38.13,OVO,Year End Sale
ORD000043,2024-01-01 12:00,2024-01-01,January,1,2024,Senin,12,Shopee,ONLINE,Shopee - Lampung,Online,Lampung,Lampung,CUST02879,Pria,25-34,Non-Member,PRD022,Pensil Set Eco,Stationery,Alat Tulis,Nexus Write,1,39000,31200,20,31200,15000,30000,1248,5000,51248,-20048,-64.26,Transfer,Year End Sale
ORD000044,2024-01-01 12:02,2024-01-01,January,1,2024,Senin,12,Shopee,ONLINE,Shopee - Bandung,Online,Bandung,Jawa Barat,CUST05146,Wanita,18-24,Non-Member,PRD017,Lilin Aromaterapi,Home,Aroma,Nexus Scent,4,89000,71200,20,284800,120000,15000,11392,3000,149392,135408,47.54,Transfer,Year End Sale
ORD000045,2024-01-01 12:18,2024-01-01,January,1,2024,Senin,12,Toko,STR004,Nexus Retail Medan,Ruko,Medan,Sumatera Utara,CUST06211,Pria,55+,Non-Member,PRD014,Kacamata Fashion,Aksesoris,Kacamata,Nexus Eye,5,199000,159200,20,796000,350000,0,0,0,350000,446000,56.03,Debit,Year End Sale
ORD000046,2024-01-01 12:22,2024-01-01,January,1,2024,Senin,12,Website,ONLINE,Website - Depok,Online,Depok,Jawa Barat,CUST04866,Pria,25-34,Non-Member,PRD004,Celana Chino Lokal,Apparel,Celana,Nexus,2,279000,237150,15,474300,260000,9000,11857,2000,282857,191443,40.36,Transfer,Year End Sale
ORD000047,2024-01-01 12:23,2024-01-01,January,1,2024,Senin,12,Toko,STR005,Nexus Retail Semarang,Mall,Semarang,Jawa Tengah,CUST03203,Pria,25-34,Member,PRD003,Kemeja Linen Lokal,Apparel,Kemeja,Nexus,4,299000,254150,15,1016600,600000,0,0,0,600000,416600,40.98,Kartu Kredit,Year End Sale
ORD000048,2024-01-01 12:30,2024-01-01,January,1,2024,Senin,12,Tokopedia,ONLINE,Tokopedia - Denpasar,Online,Denpasar,Bali,CUST05625,Wanita,25-34,Member,PRD003,Kemeja Linen Lokal,Apparel,Kemeja,Nexus,1,299000,254150,15,254150,150000,30000,8895,2000,190895,63255,24.89,Transfer,Year End Sale
ORD000049,2024-01-01 12:38,2024-01-01,January,1,2024,Senin,12,Tokopedia,ONLINE,Tokopedia - Bandung,Online,Bandung,Jawa Barat,CUST01047,Pria,45-54,Non-Member,PRD003,Kemeja Linen Lokal,Apparel,Kemeja,Nexus,2,299000,254150,15,508300,300000,10000,17790,5000,332790,175510,34.53,GoPay,Year End Sale
ORD000050,2024-01-01 12:40,2024-01-01,January,1,2024,Senin,12,Shopee,ONLINE,Shopee - Bandung,Online,Bandung,Jawa Barat,CUST02867,Pria,25-34,Member,PRD021,Planner Tahunan,Stationery,Planner,Nexus Write,2,129000,109650,15,219300,100000,15000,8772,5000,128772,90528,41.28,Kartu Kredit,Year End Sale
ORD000051,2024-01-01 12:43,2024-01-01,January,1,2024,Senin,12,Website,ONLINE,Website - Manado,Online,Manado,Sulawesi Utara,CUST07802,Pria,35-44,Non-Member,PRD017,Lilin Aromaterapi,Home,Aroma,Nexus Scent,1,89000,80100,10,80100,30000,25000,2002,4000,61002,19098,23.84,Virtual Account,Year End Sale
ORD000052,2024-01-01 12:48,2024-01-01,January,1,2024,Senin,12,Tokopedia,ONLINE,Tokopedia - Manado,Online,Manado,Sulawesi Utara,CUST06437,Wanita,25-34,Member,PRD007,Kaos Oversize Lokal,Apparel,Kaos,Nexus,1,129000,116100,10,116100,55000,18000,4063,2000,79063,37037,31.9,COD,Year End Sale
ORD000053,2024-01-01 12:49,2024-01-01,January,1,2024,Senin,12,Tokopedia,ONLINE,Tokopedia - Balikpapan,Online,Balikpapan,Kalimantan Timur,CUST07042,Pria,25-34,Non-Member,PRD001,Kaos Polos Katun Lokal,Apparel,Kaos,Nexus,1,99000,79200,20,79200,45000,18000,2772,4000,69772,9428,11.9,Transfer,Year End Sale
ORD000054,2024-01-01 12:51,2024-01-01,January,1,2024,Senin,12,Toko,STR001,Nexus Retail Sudirman,Mall,Jakarta,DKI Jakarta,CUST02564,Wanita,25-34,Member,PRD015,Tumbler Stainless,Home,Drinkware,Nexus Home,1,129000,116100,10,116100,50000,0,0,0,50000,66100,56.93,QRIS,Year End Sale
ORD000055,2024-01-01 12:58,2024-01-01,January,1,2024,Senin,12,Tokopedia,ONLINE,Tokopedia - Samarinda,Online,Samarinda,Kalimantan Timur,CUST07448,Wanita,55+,Non-Member,PRD010,Topi Snapback,Aksesoris,Topi,Nexus,1,79000,63200,20,63200,30000,25000,2212,2000,59212,3988,6.31,Transfer,Year End Sale
ORD000056,2024-01-01 13:01,2024-01-01,January,1,2024,Senin,13,Toko,STR009,Nexus Retail Palembang,Mall,Palembang,Sumatera Selatan,CUST02768,Pria,25-34,Non-Member,PRD026,Sepatu Slip On,Footwear,Slip On,Nexus Step,2,279000,223200,20,446400,240000,0,0,0,240000,206400,46.24,Kartu Kredit,Year End Sale
ORD000057,2024-01-01 13:05,2024-01-01,January,1,2024,Senin,13,Toko,STR002,Nexus Retail Bandung,Mall,Bandung,Jawa Barat,CUST03248,Wanita,25-34,Member,PRD005,Dress Batik Modern,Apparel,Dress,Batik Nexus,1,399000,339150,15,339150,180000,0,0,0,180000,159150,46.93,Kartu Kredit,Year End Sale
ORD000058,2024-01-01 13:10,2024-01-01,January,1,2024,Senin,13,Toko,STR006,Nexus Retail Yogyakarta,Standalone,Yogyakarta,DI Yogyakarta,CUST06812,Pria,55+,Non-Member,PRD025,Sandal Kulit,Footwear,Sandal,Nexus Step,2,189000,170100,10,340200,150000,0,0,0,150000,190200,55.91,Cash,Year End Sale
ORD000059,2024-01-01 13:11,2024-01-01,January,1,2024,Senin,13,Toko,STR011,Nexus Retail Tangerang,Mall,Tangerang,Banten,CUST06012,Pria,18-24,Non-Member,PRD012,Dompet Kulit Lokal,Aksesoris,Dompet,Nexus Leather,1,259000,207200,20,207200,110000,0,0,0,110000,97200,46.91,Kartu Kredit,Year End Sale
ORD000060,2024-01-01 13:16,2024-01-01,January,1,2024,Senin,13,Shopee,ONLINE,Shopee - Lampung,Online,Lampung,Lampung,CUST01758,Wanita,25-34,Non-Member,PRD014,Kacamata Fashion,Aksesoris,Kacamata,Nexus Eye,1,199000,159200,20,159200,70000,18000,6368,3000,97368,61832,38.84,COD,Year End Sale
ORD000061,2024-01-01 13:24,2024-01-01,January,1,2024,Senin,13,Shopee,ONLINE,Shopee - Padang,Online,Padang,Sumatera Barat,CUST03888,Wanita,18-24,Member,PRD026,Sepatu Slip On,Footwear,Slip On,Nexus Step,1,279000,223200,20,223200,120000,25000,8928,5000,158928,64272,28.8,COD,Year End Sale
ORD000062,2024-01-01 13:29,2024-01-01,January,1,2024,Senin,13,Toko,STR004,Nexus Retail Medan,Ruko,Medan,Sumatera Utara,CUST04404,Wanita,55+,Member,PRD019,Bantal Sofa Batik,Home,Dekorasi,Nexus Home,2,119000,89250,25,178500,90000,0,0,0,90000,88500,49.58,Debit,Year End Sale
ORD000063,2024-01-01 13:34,2024-01-01,January,1,2024,Senin,13,Tokopedia,ONLINE,Tokopedia - Malang,Online,Malang,Jawa Timur,CUST06940,Wanita,25-34,Non-Member,PRD026,Sepatu Slip On,Footwear,Slip On,Nexus Step,1,279000,237150,15,237150,120000,20000,8300,3000,151300,85850,36.2,GoPay,Year End Sale
ORD000064,2024-01-01 13:35,2024-01-01,January,1,2024,Senin,13,Website,ONLINE,Website - Pontianak,Online,Pontianak,Kalimantan Barat,CUST00115,Pria,18-24,Non-Member,PRD019,Bantal Sofa Batik,Home,Dekorasi,Nexus Home,2,119000,107100,10,214200,90000,22000,5355,3000,120355,93845,43.81,Virtual Account,Year End Sale
ORD000065,2024-01-01 13:39,2024-01-01,January,1,2024,Senin,13,Website,ONLINE,Website - Solo,Online,Solo,Jawa Tengah,CUST05055,Wanita,55+,Non-Member,PRD007,Kaos Oversize Lokal,Apparel,Kaos,Nexus,1,129000,116100,10,116100,55000,12000,2902,4000,73902,42198,36.35,Virtual Account,Year End Sale
ORD000066,2024-01-01 13:39,2024-01-01,January,1,2024,Senin,13,Toko,STR003,Nexus Retail Surabaya,Mall,Surabaya,Jawa Timur,CUST02288,Pria,35-44,Non-Member,PRD025,Sandal Kulit,Footwear,Sandal,Nexus Step,2,189000,141750,25,283500,150000,0,0,0,150000,133500,47.09,QRIS,Year End Sale
ORD000067,2024-01-01 13:49,2024-01-01,January,1,2024,Senin,13,Website,ONLINE,Website - Makassar,Online,Makassar,Sulawesi Selatan,CUST03260,Pria,18-24,Non-Member,PRD022,Pensil Set Eco,Stationery,Alat Tulis,Nexus Write,3,39000,27300,30,81900,45000,18000,2047,2000,67047,14853,18.14,Virtual Account,Year End Sale
ORD000068,2024-01-01 14:01,2024-01-01,January,1,2024,Senin,14,Toko,STR011,Nexus Retail Tangerang,Mall,Tangerang,Banten,CUST00311,Wanita,18-24,Non-Member,PRD009,Tas Kanvas Lokal,Aksesoris,Tas,Nexus Bag,4,179000,143200,20,572800,320000,0,0,0,320000,252800,44.13,Debit,Year End Sale
ORD000069,2024-01-01 14:03,2024-01-01,January,1,2024,Senin,14,Shopee,ONLINE,Shopee - Malang,Online,Malang,Jawa Timur,CUST02026,Pria,25-34,Non-Member,PRD025,Sandal Kulit,Footwear,Sandal,Nexus Step,1,189000,170100,10,170100,75000,18000,6804,2000,101804,68296,40.15,Kartu Kredit,Year End Sale
ORD000070,2024-01-01 14:04,2024-01-01,January,1,2024,Senin,14,Shopee,ONLINE,Shopee - Cirebon,Online,Cirebon,Jawa Barat,CUST00200,Wanita,25-34,Non-Member,PRD001,Kaos Polos Katun Lokal,Apparel,Kaos,Nexus,1,99000,89100,10,89100,45000,15000,3564,3000,66564,22536,25.29,Kartu Kredit,Year End Sale
ORD000071,2024-01-01 14:30,2024-01-01,January,1,2024,Senin,14,Toko,STR007,Nexus Retail Makassar,Mall,Makassar,Sulawesi Selatan,CUST06673,Wanita,35-44,Member,PRD020,Notebook Daur Ulang,Stationery,Notebook,Nexus Write,2,49000,44100,10,88200,40000,0,0,0,40000,48200,54.65,Cash,Year End Sale
ORD000072,2024-01-01 14:32,2024-01-01,January,1,2024,Senin,14,Shopee,ONLINE,Shopee - Solo,Online,Solo,Jawa Tengah,CUST06657,Wanita,18-24,Member,PRD013,Ikat Pinggang Kulit,Aksesoris,Belt,Nexus Leather,2,149000,119200,20,238400,120000,12000,9536,4000,145536,92864,38.95,ShopeePay,Year End Sale
ORD000073,2024-01-01 14:43,2024-01-01,January,1,2024,Senin,14,Toko,STR006,Nexus Retail Yogyakarta,Standalone,Yogyakarta,DI Yogyakarta,CUST07898,Wanita,25-34,Member,PRD021,Planner Tahunan,Stationery,Planner,Nexus Write,1,129000,109650,15,109650,50000,0,0,0,50000,59650,54.4,Cash,Year End Sale
ORD000074,2024-01-01 14:43,2024-01-01,January,1,2024,Senin,14,Toko,STR007,Nexus Retail Makassar,Mall,Makassar,Sulawesi Selatan,CUST01506,Pria,25-34,Non-Member,PRD013,Ikat Pinggang Kulit,Aksesoris,Belt,Nexus Leather,4,149000,126650,15,506600,240000,0,0,0,240000,266600,52.63,Kartu Kredit,Year End Sale
ORD000075,2024-01-01 14:48,2024-01-01,January,1,2024,Senin,14,Website,ONLINE,Website - Pekanbaru,Online,Pekanbaru,Riau,CUST05323,Pria,18-24,Member,PRD008,Polo Shirt Premium,Apparel,Polo,Nexus,2,189000,160650,15,321300,170000,25000,8032,4000,207032,114268,35.56,Virtual Account,Year End Sale
ORD000076,2024-01-01 14:53,2024-01-01,January,1,2024,Senin,14,Shopee,ONLINE,Shopee - Solo,Online,Solo,Jawa Tengah,CUST00258,Pria,18-24,Non-Member,PRD023,Sticky Notes Lucu,Stationery,Notes,Nexus Write,1,29000,24650,15,24650,10000,12000,986,5000,27986,-3336,-13.53,Transfer,Year End Sale
ORD000077,2024-01-01 14:58,2024-01-01,January,1,2024,Senin,14,Tokopedia,ONLINE,Tokopedia - Bogor,Online,Bogor,Jawa Barat,CUST02401,Pria,35-44,Non-Member,PRD001,Kaos Polos Katun Lokal,Apparel,Kaos,Nexus,2,99000,89100,10,178200,90000,9000,6237,5000,110237,67963,38.14,Transfer,Year End Sale
